year,country,country_iso2,region,region_trase_id,parent_region,parent_region_trase_id,deforestation_hectares
"2008","INDONESIA","ID","KALIMANTAN UTARA","ID-65","KALIMANTAN","ID-KA","24085.4996470578"
"2008","INDONESIA","ID","KEP. BANGKA BELITUNG","ID-19","SUMATERA","ID-SM","3034.51694117641"
"2008","INDONESIA","ID","KEP. RIAU","ID-21","SUMATERA","ID-SM","1641.92188235297"
"2008","INDONESIA","ID","LAMPUNG","ID-18","SUMATERA","ID-SM","625.766823529423"
"2008","INDONESIA","ID","MALUKU","ID-81","MALUKU","ID-ML","684.582705882353"
"2008","INDONESIA","ID","MALUKU UTARA","ID-82","MALUKU","ID-ML","2150.94105882355"
"2008","INDONESIA","ID","NUSA TENGGARA BARAT","ID-52","NUSA TENGGARA","ID-NU","249.930000000001"
"2008","INDONESIA","ID","NUSA TENGGARA TIMUR","ID-53","NUSA TENGGARA","ID-NU","160.2"
"2008","INDONESIA","ID","PAPUA","ID-94","PAPUA","ID-PP","16127.400352941"
"2008","INDONESIA","ID","PAPUA BARAT","ID-91","PAPUA","ID-PP","8328.67270588174"
"2008","INDONESIA","ID","RIAU","ID-14","SUMATERA","ID-SM","100268.57117647"
"2008","INDONESIA","ID","SULAWESI BARAT","ID-76","SULAWESI","ID-SL","2195.13670588228"
"2008","INDONESIA","ID","SULAWESI SELATAN","ID-73","SULAWESI","ID-SL","1625.44235294115"
"2008","INDONESIA","ID","SULAWESI TENGAH","ID-72","SULAWESI","ID-SL","10796.3816470588"
"2008","INDONESIA","ID","SULAWESI TENGGARA","ID-74","SULAWESI","ID-SL","2774.0509411765"
"2008","INDONESIA","ID","SULAWESI UTARA","ID-71","SULAWESI","ID-SL","639.444000000004"
"2008","INDONESIA","ID","SUMATERA BARAT","ID-13","SUMATERA","ID-SM","25262.6569411767"
